,idx,hair
9044,18480,0
9045,18482,6
9046,18487,0
9047,18490,0
9048,18491,0
9049,18493,7
9050,18494,6
9051,18496,9
9052,18497,1
9053,18498,6
9054,18499,0
9055,18500,9
9056,18501,1
9057,18504,0
9058,18507,0
9059,18509,7
9060,18510,9
9061,18512,8
9062,18515,6
9063,18517,9
9064,18518,0
9065,18522,8
9066,18523,0
9067,18524,2
9068,18526,0
9069,18529,8
9070,18531,0
9071,18532,0
9072,18535,0
9073,18537,9
9074,18538,3
9075,18539,2
9076,18541,9
9077,18545,1
9078,18548,10
9079,18549,0
9080,18551,6
9081,18552,3
9082,18553,6
9083,18554,9
9084,18555,5
9085,18557,1
9086,18559,1
9087,18567,4
9088,18572,0
9089,18573,7
9090,18574,6
9091,18576,0
9092,18577,4
9093,18578,0
9094,18579,10
9095,18582,6
9096,18583,6
9097,18584,0
9098,18585,0
9099,18588,9
9100,18592,0
9101,18595,6
9102,18597,6
9103,18598,9
9104,18600,3
9105,18601,8
9106,18602,0
9107,18604,0
9108,18605,0
9109,18606,0
9110,18608,1
9111,18609,9
9112,18612,9
9113,18613,9
9114,18615,4
9115,18616,8
9116,18617,6
9117,18618,8
9118,18620,0
9119,18622,0
9120,18623,0
9121,18625,2
9122,18627,3
9123,18629,11
9124,18630,0
9125,18632,0
9126,18638,9
9127,18640,0
9128,18641,3
9129,18642,2
9130,18645,9
9131,18649,7
9132,18654,3
9133,18656,0
9134,18657,6
9135,18658,5
9136,18660,0
9137,18661,6
9138,18664,0
9139,18665,1
9140,18670,0
9141,18671,5
9142,18673,0
9143,18674,0
9144,18677,9
9145,18679,8
9146,18684,6
9147,18686,6
9148,18687,3
9149,18689,3
9150,18692,3
9151,18695,0
9152,18696,9
9153,18697,0
9154,18699,0
9155,18700,6
9156,18703,9
9157,18704,7
9158,18705,0
9159,18708,3
9160,18709,0
9161,18712,6
9162,18713,0
9163,18718,6
9164,18721,6
9165,18722,9
9166,18723,6
9167,18726,2
9168,18728,6
9169,18729,9
9170,18731,9
9171,18732,9
9172,18737,3
9173,18740,8
9174,18741,9
9175,18743,8
9176,18746,9
9177,18747,9
9178,18748,8
9179,18751,9
9180,18753,10
9181,18754,5
9182,18755,6
9183,18756,0
9184,18757,7
9185,18759,4
9186,18761,5
9187,18762,5
9188,18763,9
9189,18764,3
9190,18765,6
9191,18768,5
9192,18771,0
9193,18774,3
9194,18775,3
9195,18776,0
9196,18777,8
9197,18778,0
9198,18779,0
9199,18781,5
9200,18784,9
9201,18785,2
9202,18789,8
9203,18790,6
9204,18791,4
9205,18793,3
9206,18794,9
9207,18796,10
9208,18798,0
9209,18799,9
9210,18801,0
9211,18802,6
9212,18803,9
9213,18804,7
9214,18806,1
9215,18808,3
9216,18809,0
9217,18810,8
9218,18811,3
9219,18813,4
9220,18823,5
9221,18829,0
9222,18830,0
9223,18832,8
9224,18833,9
9225,18836,0
9226,18837,5
9227,18838,0
9228,18840,9
9229,18841,0
9230,18845,3
9231,18846,9
9232,18848,7
9233,18850,9
9234,18851,0
9235,18852,6
9236,18854,0
9237,18856,4
9238,18857,0
9239,18858,3
9240,18860,9
9241,18862,0
9242,18863,0
9243,18868,4
9244,18871,9
9245,18875,9
9246,18879,6
9247,18882,6
9248,18883,9
9249,18885,5
9250,18886,0
9251,18887,6
9252,18890,4
9253,18891,1
9254,18893,1
9255,18896,0
9256,18897,6
9257,18899,6
9258,18902,0
9259,18904,7
9260,18905,4
9261,18906,5
9262,18907,6
9263,18912,1
9264,18914,8
9265,18916,0
9266,18918,6
9267,18920,3
9268,18922,6
9269,18924,6
9270,18925,4
9271,18926,8
9272,18927,0
9273,18928,1
9274,18929,3
9275,18930,3
9276,18931,8
9277,18932,7
9278,18933,8
9279,18934,9
9280,18936,5
9281,18937,0
9282,18939,7
9283,18941,1
9284,18942,6
9285,18944,0
9286,18945,0
9287,18948,9
9288,18953,0
9289,18954,6
9290,18955,2
9291,18956,6
9292,18958,6
9293,18959,0
9294,18960,0
9295,18961,8
9296,18962,1
9297,18967,0
9298,18968,7
9299,18970,6
9300,18971,3
9301,18972,5
9302,18976,6
9303,18984,0
9304,18985,0
9305,18986,9
9306,18987,0
9307,18990,6
9308,18993,6
9309,18996,9
9310,18999,6
9311,19000,4
9312,19002,0
9313,19003,2
9314,19005,0
9315,19008,0
9316,19010,9
9317,19011,6
9318,19012,11
9319,19013,4
9320,19014,1
9321,19016,4
9322,19017,4
9323,19019,7
9324,19021,4
9325,19023,8
9326,19024,9
9327,19026,9
9328,19028,4
9329,19031,6
9330,19033,6
9331,19034,10
9332,19036,10
9333,19039,7
9334,19040,0
9335,19046,6
9336,19047,7
9337,19050,1
9338,19054,9
9339,19055,6
9340,19056,9
9341,19057,0
9342,19060,9
9343,19061,8
9344,19062,9
9345,19064,6
9346,19065,8
9347,19066,5
9348,19070,9
9349,19071,7
9350,19073,4
9351,19074,6
9352,19078,6
9353,19079,0
9354,19080,9
9355,19081,1
9356,19083,3
9357,19085,3
9358,19086,0
9359,19087,1
9360,19088,9
9361,19090,1
9362,19091,4
9363,19092,6
9364,19093,10
9365,19094,0
9366,19098,2
9367,19100,1
9368,19101,10
9369,19104,8
9370,19109,3
9371,19115,5
9372,19116,6
9373,19117,6
9374,19120,0
9375,19121,5
9376,19122,3
9377,19123,9
9378,19125,8
9379,19126,8
9380,19128,0
9381,19131,3
9382,19132,0
9383,19134,9
9384,19137,8
9385,19138,4
9386,19139,0
9387,19140,1
9388,19142,5
9389,19143,9
9390,19145,10
9391,19149,3
9392,19150,3
9393,19151,9
9394,19152,0
9395,19154,6
9396,19155,0
9397,19157,0
9398,19158,9
9399,19159,8
9400,19160,9
9401,19161,6
9402,19162,9
9403,19163,6
9404,19164,0
9405,19166,0
9406,19167,2
9407,19169,0
9408,19172,8
9409,19176,6
9410,19177,1
9411,19179,8
9412,19180,0
9413,19184,8
9414,19185,7
9415,19187,5
9416,19188,4
9417,19190,1
9418,19191,3
9419,19193,7
9420,19195,3
9421,19197,0
9422,19198,9
9423,19200,9
9424,19201,6
9425,19203,1
9426,19205,9
9427,19210,9
9428,19211,3
9429,19212,10
9430,19219,10
9431,19221,6
9432,19228,9
9433,19229,3
9434,19230,10
9435,19232,6
9436,19233,5
9437,19239,9
9438,19240,2
9439,19242,7
9440,19246,6
9441,19247,9
9442,19248,0
9443,19249,0
9444,19251,11
9445,19252,10
9446,19254,1
9447,19257,7
9448,19258,0
9449,19261,9
9450,19262,8
9451,19264,3
9452,19266,4
9453,19267,8
9454,19268,3
9455,19269,6
9456,19271,9
9457,19274,0
9458,19276,4
9459,19277,6
9460,19278,0
9461,19279,5
9462,19280,9
9463,19282,2
9464,19286,5
9465,19287,3
9466,19292,6
9467,19293,6
9468,19297,4
9469,19298,0
9470,19300,3
9471,19304,9
9472,19305,3
9473,19307,1
9474,19311,6
9475,19312,10
9476,19316,1
9477,19319,9
9478,19320,9
9479,19324,0
9480,19325,9
9481,19327,9
9482,19328,9
9483,19329,6
9484,19330,6
9485,19332,9
9486,19333,8
9487,19334,0
9488,19338,5
9489,19339,6
9490,19344,4
9491,19347,3
9492,19348,6
9493,19349,11
9494,19350,6
9495,19351,6
9496,19352,3
9497,19353,5
9498,19354,6
9499,19356,5
9500,19357,3
9501,19358,1
9502,19359,9
9503,19360,8
9504,19362,1
9505,19363,3
9506,19364,7
9507,19365,5
9508,19367,8
9509,19368,6
9510,19369,9
9511,19372,7
9512,19376,9
9513,19377,4
9514,19378,0
9515,19379,9
9516,19382,6
9517,19383,7
9518,19384,5
9519,19386,9
9520,19387,2
9521,19388,8
9522,19389,6
9523,19390,3
9524,19391,9
9525,19394,0
9526,19396,9
9527,19397,0
9528,19398,6
9529,19401,7
9530,19407,5
9531,19410,6
9532,19415,0
9533,19418,3
9534,19419,9
9535,19420,9
9536,19421,6
9537,19423,6
9538,19424,0
9539,19427,7
9540,19428,9
9541,19429,8
9542,19430,1
9543,19434,9
9544,19435,0
9545,19438,0
9546,19444,3
9547,19450,1
9548,19451,9
9549,19452,9
9550,19454,0
9551,19459,8
9552,19462,0
9553,19465,5
9554,19467,8
9555,19468,6
9556,19470,8
9557,19475,0
9558,19479,3
9559,19480,3
9560,19481,9
9561,19482,8
9562,19487,0
9563,19490,6
9564,19491,6
9565,19492,10
9566,19493,0
9567,19496,0
9568,19498,9
9569,19500,9
9570,19501,9
9571,19504,0
9572,19508,3
9573,19510,8
9574,19511,6
9575,19512,9
9576,19513,10
9577,19517,1
9578,19518,0
9579,19520,8
9580,19521,8
9581,19522,0
9582,19523,9
9583,19527,3
9584,19528,3
9585,19530,6
9586,19531,6
9587,19532,8
9588,19533,8
9589,19535,3
9590,19539,8
9591,19541,1
9592,19542,0
9593,19544,2
9594,19546,9
9595,19548,9
9596,19549,9
9597,19551,0
9598,19552,6
9599,19554,1
9600,19555,11
9601,19556,6
9602,19557,8
9603,19558,10
9604,19560,0
9605,19561,5
9606,19562,9
9607,19564,0
9608,19565,6
9609,19566,0
9610,19567,2
9611,19569,0
9612,19573,6
9613,19574,3
9614,19575,10
9615,19578,9
9616,19583,3
9617,19585,10
9618,19589,4
9619,19592,9
9620,19593,8
9621,19595,0
9622,19601,6
9623,19602,9
9624,19603,8
9625,19604,10
9626,19605,9
9627,19608,3
9628,19609,10
9629,19611,9
9630,19613,9
9631,19615,3
9632,19616,0
9633,19618,0
9634,19620,9
9635,19621,0
9636,19624,2
9637,19626,2
9638,19628,1
9639,19630,9
9640,19632,8
9641,19633,8
9642,19634,5
9643,19637,8
9644,19638,3
9645,19642,5
9646,19643,0
9647,19646,1
9648,19649,9
9649,19652,9
9650,19654,8
9651,19655,3
9652,19658,10
9653,19662,7
9654,19663,0
9655,19665,3
9656,19667,1
9657,19670,3
9658,19672,6
9659,19675,3
9660,19676,1
9661,19679,0
9662,19685,0
9663,19688,9
9664,19691,6
9665,19692,9
9666,19693,10
9667,19695,6
9668,19696,0
9669,19698,0
9670,19699,2
9671,19701,3
9672,19702,6
9673,19704,0
9674,19706,7
9675,19708,8
9676,19710,0
9677,19713,9
9678,19716,9
9679,19718,9
9680,19721,8
9681,19722,6
9682,19723,9
9683,19726,0
9684,19727,1
9685,19730,5
9686,19733,0
9687,19735,4
9688,19737,9
9689,19740,0
9690,19741,0
9691,19743,0
9692,19749,7
9693,19752,1
9694,19755,8
9695,19756,6
9696,19761,9
9697,19763,4
9698,19764,9
9699,19765,9
9700,19766,0
9701,19767,8
9702,19770,9
9703,19774,3
9704,19775,0
9705,19776,2
9706,19781,4
9707,19782,5
9708,19785,0
9709,19787,0
9710,19788,8
9711,19792,7
9712,19793,1
9713,19799,4
9714,19806,9
9715,19807,4
9716,19811,5
9717,19812,0
9718,19818,0
9719,19819,7
9720,19824,1
9721,19827,5
9722,19828,9
9723,19829,0
9724,19830,3
9725,19831,8
9726,19834,2
9727,19837,1
9728,19838,6
9729,19841,8
9730,19846,3
9731,19847,8
9732,19848,5
9733,19853,7
9734,19855,6
9735,19857,3
9736,19858,3
9737,19859,9
9738,19860,4
9739,19864,6
9740,19867,4
9741,19868,2
9742,19869,3
9743,19870,0
9744,19871,7
9745,19874,0
9746,19879,0
9747,19884,0
9748,19885,6
9749,19886,7
9750,19890,0
9751,19891,6
9752,19894,0
9753,19895,0
9754,19896,8
9755,19899,0
9756,19900,11
9757,19901,10
9758,19905,8
9759,19906,6
9760,19907,7
9761,19908,9
9762,19910,5
9763,19911,3
9764,19913,3
9765,19915,2
9766,19916,6
9767,19917,6
9768,19918,9
9769,19922,3
9770,19923,6
9771,19925,9
9772,19928,3
9773,19929,0
9774,19930,0
9775,19931,0
9776,19932,6
9777,19936,2
9778,19938,7
9779,19939,0
9780,19941,0
9781,19944,6
9782,19949,4
9783,19950,6
9784,19953,8
9785,19954,3
9786,19955,4
9787,19956,0
9788,19957,9
9789,19959,0
9790,19961,3
9791,19962,6
9792,19963,6
9793,19964,6
9794,19965,3
9795,19967,1
9796,19968,0
9797,19969,9
9798,19970,8
9799,19971,6
9800,19972,6
9801,19973,10
9802,19975,8
9803,19977,0
9804,19978,6
9805,19980,0
9806,19981,0
9807,19982,8
9808,19984,9
9809,19985,6
9810,19987,6
9811,19988,2
9812,19989,4
9813,19990,7
9814,19991,3
9815,19992,6
9816,19993,3
9817,19994,0
9818,19996,2
9819,19997,10
9820,19998,0
9821,20000,8
9822,20001,3
9823,20006,6
9824,20007,5
9825,20008,0
9826,20010,9
9827,20011,0
9828,20012,8
9829,20014,0
9830,20015,3
9831,20016,9
9832,20019,9
9833,20021,9
9834,20022,2
9835,20027,11
9836,20029,0
9837,20030,6
9838,20031,1
9839,20032,5
9840,20033,3
9841,20034,8
9842,20038,0
9843,20041,0
9844,20043,0
9845,20044,7
9846,20049,2
9847,20051,3
9848,20057,9
9849,20058,9
9850,20059,5
9851,20062,10
9852,20063,2
9853,20064,0
9854,20065,6
9855,20066,6
9856,20070,0
9857,20071,9
9858,20072,7
9859,20073,3
9860,20074,0
9861,20075,0
9862,20080,6
9863,20083,0
9864,20085,0
9865,20086,7
9866,20089,3
9867,20090,6
9868,20092,9
9869,20093,3
9870,20096,8
9871,20097,5
9872,20098,3
9873,20100,8
9874,20101,6
9875,20103,9
9876,20104,0
9877,20105,3
9878,20106,6
9879,20108,7
9880,20109,6
9881,20110,0
9882,20115,3
9883,20116,6
9884,20123,6
9885,20124,6
9886,20126,10
9887,20128,0
9888,20129,10
9889,20130,2
9890,20131,8
9891,20132,8
9892,20134,8
9893,20135,9
9894,20136,9
9895,20137,6
9896,20139,3
9897,20143,2
9898,20145,8
9899,20146,0
9900,20148,9
9901,20149,0
9902,20151,6
9903,20152,3
9904,20153,3
9905,20157,9
9906,20160,6
9907,20161,9
9908,20164,9
9909,20166,9
9910,20167,1
9911,20168,2
9912,20169,0
9913,20170,6
9914,20172,0
9915,20175,2
9916,20176,1
9917,20179,3
9918,20180,0
9919,20182,4
9920,20186,7
9921,20188,3
9922,20189,9
9923,20192,0
9924,20200,1
9925,20201,9
9926,20203,0
9927,20208,6
9928,20209,0
9929,20210,9
9930,20216,2
9931,20217,0
9932,20221,6
9933,20224,5
9934,20225,0
9935,20229,6
9936,20233,9
9937,20234,0
9938,20242,1
9939,20246,9
9940,20247,5
9941,20253,2
9942,20254,7
9943,20255,0
9944,20256,1
9945,20257,3
9946,20258,6
9947,20261,8
9948,20263,3
9949,20266,8
9950,20270,6
9951,20275,0
9952,20276,3
9953,20278,1
9954,20280,6
9955,20281,6
9956,20282,0
9957,20286,4
9958,20287,9
9959,20290,4
9960,20291,1
9961,20292,9
9962,20294,9
9963,20295,3
9964,20298,3
9965,20299,6
9966,20300,9
9967,20303,3
9968,20305,0
9969,20308,6
9970,20309,3
9971,20311,0
9972,20312,2
9973,20317,8
9974,20318,3
9975,20321,11
9976,20324,0
9977,20325,6
9978,20326,8
9979,20327,9
9980,20328,1
9981,20329,11
9982,20332,9
9983,20334,0
9984,20335,3
9985,20336,0
9986,20340,4
9987,20341,0
9988,20342,7
9989,20343,0
9990,20344,4
9991,20346,8
9992,20349,9
9993,20351,3
9994,20354,6
9995,20355,8
9996,20358,8
9997,20359,0
9998,20360,6
9999,20364,5
10000,20365,6
10001,20366,9
10002,20368,9
10003,20371,0
10004,20372,7
10005,20373,6
10006,20374,9
10007,20375,1
10008,20378,0
10009,20379,8
10010,20380,5
10011,20383,1
10012,20384,8
10013,20386,9
10014,20387,6
10015,20388,9
10016,20389,6
10017,20391,6
10018,20397,0
10019,20398,0
10020,20399,8
10021,20403,6
10022,20404,6
10023,20405,3
10024,20411,11
10025,20412,8
10026,20413,0
10027,20414,0
10028,20416,6
10029,20417,1
10030,20418,0
10031,20419,1
10032,20421,9
10033,20423,3
10034,20424,9
10035,20427,9
10036,20428,6
10037,20430,5
10038,20436,6
10039,20438,6
10040,20445,1
10041,20446,6
10042,20449,3
10043,20450,9
10044,20451,0
10045,20452,9
10046,20454,9
10047,20456,4
10048,20457,0
10049,20460,7
10050,20461,8
10051,20463,2
10052,20466,0
10053,20467,6
10054,20468,11
10055,20469,7
10056,20470,6
10057,20471,9
10058,20472,0
10059,20474,0
10060,20479,1
10061,20480,2
10062,20481,7
10063,20483,1
10064,20484,9
10065,20485,2
10066,20496,8
10067,20499,5
10068,20504,6
10069,20505,6
10070,20507,3
10071,20508,6
10072,20510,9
10073,20514,0
10074,20515,9
10075,20516,6
10076,20518,11
10077,20519,4
10078,20524,8
10079,20527,0
10080,20528,6
10081,20530,0
10082,20531,9
10083,20532,3
10084,20536,5
10085,20537,6
10086,20543,9
10087,20544,9
10088,20549,0
10089,20551,0
10090,20552,0
10091,20553,6
10092,20555,4
10093,20556,0
10094,20557,6
10095,20558,1
10096,20560,1
10097,20562,3
10098,20563,0
10099,20566,6
10100,20567,7
10101,20569,6
10102,20571,0
10103,20572,11
10104,20574,10
10105,20576,4
10106,20578,6
10107,20580,0
10108,20582,0
10109,20583,3
10110,20584,0
10111,20588,2
10112,20592,7
10113,20594,5
10114,20595,8
10115,20596,6
10116,20597,3
10117,20599,11
10118,20600,3
10119,20601,8
10120,20602,9
10121,20606,3
10122,20607,0
10123,20608,9
10124,20610,0
10125,20612,6
10126,20613,8
10127,20616,6
10128,20617,3
10129,20618,0
10130,20619,6
10131,20622,0
10132,20623,7
10133,20624,0
10134,20626,5
10135,20630,10
10136,20632,8
10137,20633,9
10138,20636,4
10139,20640,9
10140,20644,6
10141,20646,9
10142,20647,9
10143,20648,10
10144,20657,6
10145,20658,1
10146,20659,0
10147,20665,0
10148,20666,0
10149,20668,6
10150,20669,1
10151,20670,3
10152,20674,3
10153,20675,0
10154,20679,11
10155,20681,5
10156,20688,1
10157,20689,2
10158,20693,8
10159,20694,2
10160,20695,6
10161,20697,8
10162,20698,4
10163,20699,9
10164,20701,3
10165,20702,9
10166,20703,0
10167,20704,10
10168,20705,0
10169,20706,9
10170,20710,9
10171,20711,8
10172,20713,1
10173,20715,5
10174,20716,9
10175,20721,9
10176,20722,11
10177,20724,5
10178,20727,9
10179,20729,5
10180,20731,3
10181,20734,9
10182,20736,7
10183,20737,0
10184,20739,0
10185,20741,9
10186,20743,6
10187,20747,3
10188,20748,4
10189,20749,1
10190,20752,3
10191,20756,6
10192,20761,6
10193,20763,5
10194,20766,9
10195,20767,2
10196,20770,6
10197,20771,3
10198,20774,6
10199,20775,6
10200,20776,9
10201,20779,8
10202,20782,0
10203,20784,0
10204,20785,9
10205,20786,9
10206,20788,6
10207,20789,6
10208,20795,2
10209,20797,6
10210,20798,0
10211,20801,2
10212,20803,3
10213,20806,9
10214,20810,2
10215,20811,7
10216,20814,0
10217,20816,0
10218,20819,6
10219,20821,10
10220,20822,6
10221,20825,0
10222,20826,4
10223,20828,0
10224,20833,5
10225,20835,6
10226,20836,0
10227,20838,9
10228,20839,0
10229,20840,8
10230,20842,9
10231,20843,6
10232,20844,6
10233,20845,8
10234,20846,6
10235,20847,3
10236,20851,5
10237,20852,10
10238,20854,7
10239,20856,9
10240,20857,6
10241,20858,9
10242,20860,3
10243,20862,4
10244,20865,2
10245,20866,6
10246,20867,0
10247,20868,1
10248,20870,0
10249,20873,9
10250,20875,9
10251,20877,9
10252,20881,3
10253,20883,6
10254,20885,1
10255,20886,9
10256,20887,8
10257,20888,6
10258,20889,6
10259,20890,0
10260,20891,4
10261,20892,0
10262,20894,7
10263,20896,2
10264,20897,2
10265,20900,9
10266,20902,0
10267,20905,4
10268,20908,8
10269,20910,5
10270,20913,8
10271,20915,0
10272,20920,3
10273,20921,9
10274,20922,11
10275,20924,9
10276,20925,3
10277,20926,0
10278,20927,9
10279,20928,6
10280,20930,0
10281,20931,6
10282,20933,1
10283,20936,0
10284,20939,1
10285,20940,5
10286,20943,9
10287,20944,8
10288,20948,4
10289,20949,4
10290,20951,9
10291,20952,0
10292,20953,9
10293,20957,3
10294,20958,5
10295,20959,11
10296,20960,0
10297,20967,0
10298,20968,0
10299,20969,3
10300,20970,4
10301,20971,6
10302,20974,2
10303,20975,9
10304,20976,4
10305,20977,9
10306,20978,7
10307,20982,8
10308,20983,5
10309,20986,9
10310,20988,8
10311,20989,6
10312,20991,9
10313,20993,3
10314,20997,5
10315,21002,6
10316,21003,0
10317,21004,6
10318,21005,1
10319,21009,9
10320,21011,9
10321,21013,7
10322,21014,0
10323,21015,9
10324,21018,8
10325,21019,1
10326,21020,0
10327,21022,9
10328,21023,8
10329,21027,0
10330,21029,0
10331,21031,0
10332,21032,0
10333,21033,0
10334,21034,10
10335,21035,0
10336,21037,7
10337,21038,1
10338,21040,0
10339,21041,3
10340,21044,9
10341,21047,0
10342,21048,4
10343,21049,2
10344,21050,1
10345,21051,0
10346,21052,8
10347,21053,8
10348,21054,0
10349,21057,5
10350,21059,6
10351,21060,6
10352,21065,6
10353,21066,6
10354,21068,1
10355,21069,0
10356,21071,9
10357,21072,0
10358,21076,9
10359,21077,0
10360,21078,9
10361,21080,9
10362,21082,4
10363,21083,6
10364,21085,8
10365,21087,2
10366,21090,6
10367,21091,2
10368,21092,11
10369,21093,3
10370,21094,9
10371,21096,5
10372,21097,3
10373,21099,9
10374,21100,3
10375,21101,6
10376,21102,0
10377,21103,0
10378,21104,9
10379,21105,3
10380,21106,0
10381,21109,7
10382,21110,7
10383,21111,6
10384,21116,9
10385,21117,9
10386,21119,4
10387,21121,3
10388,21124,7
10389,21126,8
10390,21127,9
10391,21128,0
10392,21129,10
10393,21130,9
10394,21131,1
10395,21133,0
10396,21134,9
10397,21136,1
10398,21138,9
10399,21142,6
10400,21143,4
10401,21145,4
10402,21147,0
10403,21148,3
10404,21152,11
10405,21154,8
10406,21155,6
10407,21159,10
10408,21160,8
10409,21164,9
10410,21165,9
10411,21168,5
10412,21169,6
10413,21170,6
10414,21172,9
10415,21173,0
10416,21177,8
10417,21181,8
10418,21182,2
10419,21185,5
10420,21188,0
10421,21189,1
10422,21190,9
10423,21192,3
10424,21196,3
10425,21197,0
10426,21198,6
10427,21204,4
10428,21206,0
10429,21209,8
10430,21210,2
10431,21211,10
10432,21213,2
10433,21214,0
10434,21216,4
10435,21217,8
10436,21218,0
10437,21222,6
10438,21226,6
10439,21228,1
10440,21230,0
10441,21231,7
10442,21232,3
10443,21233,6
10444,21234,4
10445,21235,6
10446,21237,9
10447,21239,6
10448,21242,6
10449,21244,7
10450,21245,9
10451,21246,0
10452,21248,3
10453,21249,10
10454,21251,9
10455,21254,3
10456,21256,8
10457,21257,6
10458,21261,6
10459,21262,3
10460,21263,0
10461,21265,7
10462,21271,9
10463,21272,7
10464,21273,6
10465,21274,11
10466,21276,5
10467,21277,0
10468,21279,10
10469,21282,0
10470,21283,9
10471,21286,6
10472,21288,8
10473,21290,1
10474,21292,11
10475,21296,9
10476,21300,4
10477,21301,6
10478,21315,9
10479,21316,6
10480,21320,3
10481,21326,8
10482,21327,0
10483,21329,9
10484,21332,8
10485,21333,9
10486,21334,8
10487,21339,3
10488,21340,11
10489,21341,1
10490,21345,6
10491,21348,6
10492,21349,9
10493,21353,7
10494,21355,0
10495,21358,1
10496,21359,3
10497,21364,10
10498,21366,3
10499,21368,0
10500,21370,8
10501,21373,3
10502,21374,1
10503,21376,6
10504,21377,0
10505,21378,8
10506,21379,1
10507,21380,6
10508,21381,9
10509,21382,8
10510,21384,9
10511,21387,9
10512,21388,6
10513,21392,1
10514,21398,0
10515,21399,0
10516,21402,1
10517,21404,8
10518,21405,0
10519,21407,1
10520,21408,0
10521,21413,1
10522,21415,6
10523,21416,9
10524,21417,10
10525,21419,6
10526,21424,0
10527,21425,3
10528,21426,4
10529,21427,3
10530,21433,6
10531,21434,8
10532,21436,0
10533,21437,0
10534,21439,0
10535,21440,6
10536,21441,9
10537,21444,6
10538,21445,0
10539,21450,1
10540,21452,0
10541,21453,5
10542,21456,0
10543,21457,8
10544,21460,0
10545,21470,3
10546,21471,0
10547,21473,9
10548,21475,9
10549,21478,5
10550,21481,3
10551,21482,8
10552,21483,6
10553,21484,0
10554,21489,9
10555,21490,1
10556,21497,0
10557,21498,6
10558,21500,6
10559,21501,7
10560,21503,0
10561,21504,7
10562,21505,6
10563,21506,4
10564,21507,0
10565,21510,11
10566,21511,9
10567,21512,9
10568,21514,6
10569,21515,0
10570,21517,9
10571,21518,6
10572,21524,6
10573,21525,4
10574,21526,6
10575,21528,7
10576,21529,5
10577,21530,4
10578,21535,3
10579,21536,3
10580,21537,0
10581,21539,0
10582,21541,6
10583,21542,0
10584,21543,0
10585,21544,4
10586,21549,6
10587,21550,5
10588,21551,7
10589,21552,9
10590,21553,9
10591,21556,2
10592,21560,0
10593,21561,6
10594,21563,9
10595,21564,0
10596,21565,0
10597,21566,0
10598,21567,0
10599,21569,9
10600,21570,8
10601,21571,2
10602,21572,9
10603,21575,6
10604,21576,6
10605,21577,0
10606,21578,3
10607,21581,0
10608,21582,0
10609,21583,3
10610,21586,9
10611,21587,10
10612,21591,9
10613,21592,10
10614,21593,8
10615,21597,9
10616,21598,3
10617,21600,4
10618,21601,8
10619,21602,0
10620,21604,0
10621,21606,1
10622,21607,1
10623,21613,10
10624,21621,9
10625,21622,9
10626,21626,4
10627,21631,9
10628,21633,0
10629,21634,9
10630,21643,0
10631,21645,7
10632,21648,9
10633,21649,6
10634,21650,8
10635,21651,9
10636,21653,7
10637,21657,9
10638,21658,9
10639,21664,9
10640,21668,3
10641,21669,0
10642,21671,9
10643,21672,0
10644,21673,0
10645,21674,8
10646,21676,3
10647,21680,0
10648,21682,7
10649,21685,3
10650,21687,8
10651,21694,7
10652,21695,6
10653,21696,0
10654,21697,9
10655,21698,8
10656,21699,1
10657,21701,0
10658,21702,9
10659,21703,9
10660,21704,6
10661,21706,1
10662,21708,6
10663,21710,6
10664,21712,6
10665,21714,0
10666,21719,9
10667,21720,7
10668,21722,6
10669,21725,4
10670,21726,2
10671,21729,4
10672,21733,0
10673,21734,3
10674,21737,9
10675,21742,6
10676,21744,4
10677,21745,9
10678,21748,8
10679,21750,9
10680,21751,0
10681,21752,6
10682,21753,6
10683,21754,1
10684,21755,2
10685,21757,5
10686,21761,8
10687,21767,8
10688,21769,1
10689,21770,7
10690,21773,0
10691,21777,0
10692,21779,6
10693,21780,6
10694,21787,3
10695,21789,0
10696,21790,0
10697,21791,3
10698,21793,0
10699,21795,9
10700,21799,4
10701,21801,6
10702,21804,1
10703,21807,6
10704,21808,9
10705,21810,9
10706,21811,0
10707,21813,3
10708,21815,0
10709,21819,6
10710,21820,0
10711,21822,2
10712,21825,2
10713,21827,8
10714,21828,11
10715,21830,4
10716,21831,3
10717,21835,6
10718,21836,9
10719,21837,8
10720,21841,9
10721,21842,0
10722,21844,0
10723,21845,3
10724,21846,6
10725,21847,0
10726,21848,0
10727,21850,7
10728,21851,9
10729,21852,6
10730,21854,1
10731,21855,3
10732,21856,5
10733,21857,10
10734,21858,9
10735,21859,0
10736,21860,2
10737,21862,1
10738,21864,0
10739,21867,6
10740,21869,0
10741,21870,0
10742,21872,9
10743,21873,2
10744,21874,0
10745,21877,0
10746,21878,1
10747,21879,9
10748,21880,1
10749,21884,11
10750,21885,2
10751,21887,9
10752,21891,3
10753,21893,7
10754,21895,3
10755,21902,9
10756,21905,3
10757,21906,4
10758,21907,9
10759,21908,11
10760,21909,0
10761,21910,9
10762,21911,6
10763,21913,7
10764,21917,0
10765,21919,8
10766,21921,4
10767,21922,9
10768,21924,0
10769,21927,6
10770,21928,10
10771,21929,4
10772,21930,0
10773,21931,10
10774,21932,5
10775,21935,0
10776,21940,1
10777,21941,6
10778,21948,0
10779,21949,9
10780,21954,3
10781,21955,9
10782,21957,0
10783,21959,4
10784,21960,10
10785,21967,6
10786,21969,6
10787,21970,6
10788,21971,0
10789,21976,7
10790,21978,0
10791,21979,0
10792,21981,3
